Subject,Age,BFI1,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI2,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI3,BFI30,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,Education,Ethnicity_1,Ethnicity_2_01,Ethnicity_2_02,Ethnicity_2_03,Ethnicity_2_04,Ethnicity_2_05,Ethnicity_2_06,Gender,PO_Econ,PO_Gen,PO_Soc,a01accon,a01acinc,a01incon,a01ininc,a02accon,a02acinc,a02incon,a02ininc,a03accon,a03acinc,a03incon,a03ininc,a04accon,a04acinc,a04incon,a04ininc,a05accon,a05acinc,a05incon,a05ininc,a06accon,a06acinc,a06incon,a06ininc,a07accon,a07acinc,a07incon,a07ininc,a08accon,a08acinc,a08incon,a08ininc,a09accon,a09acinc,a09incon,a09ininc,a10accon,a10acinc,a10incon,a10ininc,a11accon,a11acinc,a11incon,a11ininc,a12accon,a12acinc,a12incon,a12ininc,ta01accon,ta01acinc,ta01incon,ta01ininc,ta02accon,ta02acinc,ta02incon,ta02ininc,ta03accon,ta03acinc,ta03incon,ta03ininc,ta04accon,ta04acinc,ta04incon,ta04ininc,ta05accon,ta05acinc,ta05incon,ta05ininc,ta06accon,ta06acinc,ta06incon,ta06ininc,ta07accon,ta07acinc,ta07incon,ta07ininc,ta08accon,ta08acinc,ta08incon,ta08ininc,ta09accon,ta09acinc,ta09incon,ta09ininc,ta10accon,ta10acinc,ta10incon,ta10ininc,ta11accon,ta11acinc,ta11incon,ta11ininc,ta12accon,ta12acinc,ta12incon,ta12ininc,td01accon,td01acinc,td01incon,td01ininc,td02accon,td02acinc,td02incon,td02ininc,td03accon,td03acinc,td03incon,td03ininc,td04accon,td04acinc,td04incon,td04ininc,td05accon,td05acinc,td05incon,td05ininc,td06accon,td06acinc,td06incon,td06ininc,td07accon,td07acinc,td07incon,td07ininc,td08accon,td08acinc,td08incon,td08ininc,td09accon,td09acinc,td09incon,td09ininc,td10accon,td10acinc,td10incon,td10ininc,td11accon,td11acinc,td11incon,td11ininc,td12accon,td12acinc,td12incon,td12ininc,missing_data,sum_action_proscript_greatbenef,sum_action_proscript_smallbenef,sum_action_prescript_greatbenef,sum_action_prescript_smallbenef,sum_inaction_proscript_greatbenef,sum_inaction_proscript_smallbenef,sum_inaction_prescript_greatbenef,sum_inaction_prescript_smallbenef,C,I,N,BFI1R,BFI21R,BFI26R,BFI7R,BFI17R,BFI27R,BFI3R,BFI8R,BFI28R,BFI14R,BFI19R,BFI24R,BFI10R,BFI20R,BFI30R,Extra,Agree,Con,Neuro,Open,C_artificial,N_artificial,I_artificial
193,18.0,4,3,1,4,5,2,3,1,3,3,3,3,1,4,5,2,2,3,5,3,3,3,4,1,4,5,3,3,5,4,2,1,1,0,0,0,0,0,2,4,4,3,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,4411,4561,1467,5698,6745,3689,3787,39112,2077,6124,3423,8364,2091,2701,42677,4829,3455,26085,2530,6959,1739,2231,1970,17922,6081,2530,2986,30000,3332,1780,2024,2439,2990,1854,8328,21798,2533,10703,1882,4089,4057,11561,10765,7801,4559,31419,1774,11770,11234,30582,42451,31157,25267,12926,16053,41140,12829,17200,24928,20976,9549,29190,23167,11542,21540,32373,13917,34555,29232,11892,26014,36206,23809,76082,44592,38891,22894,16805,8833,23735,14200,9615,19412,18895,19374,23038,20399,52574,15744,13954,17350,35796,26320,12785,32149,17369,0,6,0,11,5,6,12,1,7,0.5,1.0,0.83333,2,2,1,3,3,3,2,1,3,4,3,4,3,5,5,1.66666666666667,3.5,2.66666666666667,3.66666666666667,4.0,0.192,0.903,0.75
194,18.0,3,2,3,4,4,2,4,3,2,2,1,4,2,3,4,3,1,4,2,2,3,4,3,2,5,4,4,2,4,4,3,2,1,0,0,0,0,0,2,3,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2271,2486,2328,2485,2704,3177,3370,5787,2269,2583,3267,2542,2424,2445,3578,4922,2192,2309,3598,3813,2467,2885,2726,2741,2683,2580,2939,2708,2454,4099,2051,3093,8080,1717,6251,3567,1932,2906,2646,6439,6157,2855,11671,2692,2134,2045,2103,1671,11960,18859,23544,15874,18485,15892,23536,21607,19053,16703,22294,39116,16483,12334,20517,18449,20163,17620,14038,17609,19102,17516,17834,17935,47034,28648,33507,22523,22751,15383,19215,26007,18672,17515,26072,24443,32682,23627,20729,26984,26469,21585,25466,20639,21656,31758,22099,22140,0,5,2,7,4,7,10,5,8,0.25,0.71429,0.22223,3,3,4,4,4,4,3,2,3,4,5,5,4,4,4,3.33333333333333,4.0,2.83333333333333,4.5,4.0,0.125,0.875,0.833
195,19.0,2,2,4,4,4,3,4,5,1,3,2,5,2,3,5,5,5,4,4,2,4,4,3,2,4,4,3,3,4,2,3,2,0,0,0,1,0,0,2,4,4,3,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,5875,11636,2113,16673,3189,4609,10236,95695,2983,2923,5498,19438,5894,2717,20090,2277,2657,3092,3663,8470,3766,12998,2167,14443,5096,9674,6266,3540,4528,2168,3060,16340,51153,3091,9611,8075,2971,24168,2475,36591,6755,4993,12467,5777,3155,8001,3214,24657,9790,20145,8975,28453,12076,13797,25872,22394,9294,6000,21953,20657,15955,13266,36645,19098,34858,15097,20430,33125,28301,12224,8842,42796,16259,16657,37746,23095,27900,21141,19757,25436,9259,9146,31807,10367,31279,11597,13348,69786,15297,14713,23481,15439,25699,12209,10097,40328,0,7,1,10,4,5,11,2,8,0.5,0.66667,0.5,4,3,2,3,5,4,3,2,2,3,4,1,4,4,4,3.5,4.33333333333333,3.16666666666667,3.0,4.0,0.125,0.913,0.75
196,20.0,3,3,3,4,5,4,4,4,4,3,4,4,3,2,4,4,4,4,2,2,4,3,3,2,4,4,5,2,4,3,2,2,0,1,0,0,0,0,1,4,4,4,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2464,4334,2265,7580,1103,2770,3771,1248,3161,2070,7203,2144,2169,2004,2063,4531,1118,1768,1253,4575,1581,1469,2736,2271,1766,2642,6883,1909,2885,3327,2357,3665,3680,2636,9273,3934,1274,2990,2849,2273,4953,3263,8741,1301,2076,1332,1895,1929,4652,19828,2439,8733,9152,2770,5702,14144,1303,2647,6467,30002,5230,5588,20142,3111,30345,6410,4008,18714,11757,6125,1981,29769,1545,1502,9824,1351,57577,6047,4974,2640,8880,1192,33148,13324,1184,1779,9875,48246,10500,2256,37357,12315,28058,5377,1112,29298,0,4,3,9,6,8,9,3,6,0.16198,0.57192,0.39503,3,4,4,4,2,4,3,2,2,2,2,2,3,3,4,3.83333333333333,3.66666666666667,3.16666666666667,2.66666666666667,3.66666666666667,0.129,0.871,0.705
197,18.0,3,3,4,2,4,4,3,4,2,4,4,4,1,2,5,5,5,4,2,4,2,2,2,2,4,5,2,3,4,2,2,2,1,0,0,0,0,0,2,5,5,5,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2436,2738,3001,17265,2969,8066,6444,21593,3047,3291,3438,11765,2657,2383,3143,2159,2149,5324,4882,4135,2562,2070,3123,3820,2863,9399,3622,6032,2999,2687,3597,2258,2349,18180,6328,6838,2336,10929,1970,2817,3837,2875,8688,5982,2514,3787,2069,2922,12517,17185,19125,13740,20979,18486,20395,17533,22289,16212,22382,26232,14072,14340,22214,13904,35139,41775,15736,50553,16776,13859,18421,59229,25282,32883,59941,27418,29629,23953,20881,24133,21835,17094,23312,38687,20907,27423,27371,32139,23290,20334,29827,23866,52853,18253,17791,27356,0,8,1,12,8,4,11,0,4,0.43494,0.0,0.76971,3,4,4,3,4,2,4,2,4,2,2,1,3,5,4,3.5,3.33333333333333,3.83333333333333,2.16666666666667,4.0,0.091,0.909,0.792
198,18.0,3,3,4,3,4,3,4,5,5,4,3,4,4,2,5,4,4,3,4,3,4,5,2,4,4,4,5,3,4,2,2,1,1,0,0,0,0,0,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,3094,3898,2612,2269,3267,2371,4226,6841,2283,1662,3805,3227,1226,1757,3007,1843,2065,1435,1734,11219,9551,1767,1743,6880,1583,2464,4591,4384,3762,2340,1863,1871,3034,1695,8816,2118,1393,3158,1339,2055,11914,4102,5215,3313,1898,1761,2496,1763,9979,34039,15734,21112,21950,10086,19762,22281,12215,9761,57135,24619,15976,27318,19613,8614,16667,11567,12254,20078,13109,16706,36868,23346,23712,26921,41855,17538,42567,11939,10958,13166,12653,14457,24405,53526,62734,35845,9515,67018,15125,19370,31293,14449,25529,7754,18461,16673,0,6,2,10,7,6,10,2,5,0.29046,0.45532,0.52719,3,4,2,3,1,3,4,2,2,3,3,2,3,2,2,3.83333333333333,3.16666666666667,3.33333333333333,3.16666666666667,3.0,0.212,0.708,0.955
199,18.0,2,3,5,4,4,4,2,5,2,2,4,4,1,2,4,4,4,3,2,2,4,2,4,4,3,5,4,2,2,1,2,2,0,0,0,1,0,0,2,5,3,3,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2995,2149,2059,1812,4556,2131,3140,7810,2259,1549,4019,5202,1773,3422,15126,2304,5596,1349,2768,3201,1330,2174,1591,4396,1846,3632,2672,2259,1840,1704,1712,4963,2095,1370,6330,2191,2468,4817,2393,4987,5848,2954,4908,3889,1770,1611,1674,1787,15410,26295,22316,9842,18520,15655,11031,23106,11689,18228,11460,29436,11170,11672,65723,8125,14784,27732,21018,35821,13081,11272,29068,31097,12763,22885,29238,37126,41974,22810,15824,12437,7613,8552,28715,16819,16080,13495,11470,58949,8873,12965,33900,22990,23463,19166,10571,21368,0,6,2,9,4,6,10,3,8,0.37253,0.63826,0.32483,4,4,4,4,4,4,2,4,2,2,2,2,3,5,2,4.33333333333333,4.0,3.0,2.0,3.33333333333333,0.307,0.652,0.775
200,19.0,4,2,4,4,3,4,3,4,2,2,2,4,4,2,4,3,2,4,2,2,4,2,4,2,4,4,3,4,4,4,2,2,0,0,0,1,0,0,2,5,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2108,2319,1547,6725,2634,8748,11811,13524,1992,4239,3716,25025,4778,2916,4508,2906,5856,4907,2940,8549,7831,2340,2094,2435,4331,11699,3330,7864,2907,9174,2201,18953,2656,2544,25552,3372,2001,6827,2981,17948,6200,7649,6862,23322,3292,15714,1934,2210,10933,21604,17998,17859,18167,23378,18113,25080,18370,20495,35891,24062,11656,13250,47284,17984,32163,31934,25271,16215,17665,22132,19366,40395,29273,62075,33440,22047,25609,28740,30349,21192,27755,14052,24407,19358,29825,31687,28476,49654,21098,25067,29956,28174,30854,22158,12830,41709,0,6,1,9,5,6,11,3,7,0.37956,0.71298,0.47947,2,4,4,2,4,4,2,2,2,2,4,4,4,2,4,3.5,3.66666666666667,2.33333333333333,3.33333333333333,3.5,0.208,0.75,0.83
201,18.0,4,2,2,1,4,2,2,3,5,2,1,2,4,2,4,4,2,5,5,5,5,5,4,4,5,3,4,4,4,5,2,2,1,0,0,0,0,0,2,3,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2086,2219,1493,2150,2226,3220,3500,7249,1981,1770,2381,4153,3002,1749,11618,2468,3123,4672,3679,2438,2668,2166,1647,7103,1515,12250,2307,3175,2968,1819,2341,3302,4021,1809,10138,2737,1925,9267,2806,13285,3227,3657,9279,3918,2922,55507,7211,2214,5968,27929,10824,13756,13298,36179,12328,30877,13229,12268,18299,15238,7844,8105,17984,8057,18253,14766,8938,20876,35936,11262,13114,43292,15698,22708,17825,25650,26702,20182,9549,17673,11281,7417,18914,12449,33256,15453,8575,23672,17115,12752,15378,19624,19057,8269,9380,14993,0,7,2,11,2,5,10,1,10,0.5804,0.56837,0.3711,2,4,1,2,1,1,2,2,1,4,5,4,4,2,2,2.66666666666667,1.83333333333333,2.5,4.66666666666667,3.0,0.208,0.917,0.792
202,18.0,4,4,2,4,4,4,3,3,2,4,4,4,4,3,4,4,4,3,2,2,2,2,2,3,3,2,3,1,2,2,3,1,1,0,0,0,0,0,2,3,3,3,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,3014,1885,1448,1600,1660,2007,5625,6041,1574,3688,2246,2769,1928,1807,4901,3531,2157,2009,1511,2113,2122,1886,3730,3047,3815,5256,2606,2659,4216,1411,2671,2361,1813,1731,3902,2424,2555,6952,2906,3564,2892,1375,4274,3315,1949,1536,2002,2949,11033,16198,17512,9433,15740,17125,17923,24189,18601,16896,32705,23275,21422,20448,20811,13954,18875,17709,14230,22364,14911,14160,15934,28072,1873,33950,33989,29793,36687,19791,18708,28186,5591,9423,27212,22954,33634,30597,2202,33974,26520,35570,26898,25319,11055,12964,28095,32804,0,7,1,11,7,5,11,1,5,0.41246,0.38505,0.70202,2,3,4,5,4,4,4,4,4,2,2,2,2,2,3,2.83333333333333,4.16666666666667,4.0,2.16666666666667,2.5,0.083,1.0,0.875
203,19.0,3,4,3,3,5,4,4,5,3,4,4,5,5,3,4,3,4,4,3,3,3,4,2,2,3,5,4,3,3,3,2,2,1,0,0,0,0,0,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,3549,1686,3879,6836,4058,7739,7628,3797,5014,4999,10373,4140,1713,3541,1919,6957,3877,6368,4733,17692,1923,3575,7380,3620,5515,3942,11449,5983,4439,5755,4042,4672,6599,2958,6654,5902,2898,7565,7028,6112,10747,4862,14623,5044,2743,2321,3543,1320,19725,17043,28416,15776,29749,27814,18321,29031,31024,29841,37095,34083,23478,26552,32667,18557,29696,17816,18319,38259,29748,27342,32905,26258,32336,40341,35404,8767,41753,37843,4771,15669,31425,40000,57879,32876,44460,33102,28607,37997,35064,32015,43437,38606,16127,18785,23351,22525,0,5,2,9,8,7,10,3,4,0.16795,0.51765,0.50139,3,3,3,3,3,3,4,3,3,2,2,2,2,1,4,3.5,3.5,3.66666666666667,2.66666666666667,3.33333333333333,0.042,1.0,0.958
204,18.0,4,2,2,2,4,4,4,3,4,4,1,4,1,3,5,5,4,4,2,4,4,3,2,2,5,5,3,3,2,3,2,2,0,0,0,1,0,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2221,2848,1687,1639,1906,1476,6202,6707,1848,1672,14019,5634,3434,1583,12921,5802,2110,5593,3560,8116,1379,2172,1978,2177,2118,10713,4704,12354,3052,3979,1527,2336,2770,1815,6446,2887,2570,1964,2286,2284,2600,2878,3853,14712,2388,1541,3784,1597,13217,26789,12033,28794,15689,9360,14993,17944,16497,13966,9194,23094,13732,19444,19292,7096,26826,15045,31065,30113,15800,11924,23287,24092,24939,27342,22876,24091,23796,16903,16574,24384,9289,9919,29814,19519,13832,17405,13202,32132,10168,16337,21488,23351,29858,15881,20067,23739,0,1,0,11,8,11,12,1,4,0.12831,1.0,0.8528,2,3,4,3,2,2,4,4,2,2,5,2,4,5,4,2.83333333333333,3.0,3.83333333333333,3.33333333333333,4.33333333333333,0.217,0.85,0.742
205,18.0,2,2,4,5,4,2,4,5,2,3,2,4,1,1,4,3,3,2,3,2,2,5,3,2,3,5,4,4,4,4,2,1,1,0,1,0,0,0,2,3,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2907,5197,2616,6991,6884,4392,4503,8357,3610,2970,6597,4181,10532,3229,29651,2905,45307,5199,7477,5842,1984,2646,3258,30452,2126,2808,3735,3948,8724,3221,3225,2613,9979,3280,15277,2859,2030,8991,2497,37084,4665,2411,38766,6014,3606,3220,3071,32029,28382,39582,15490,34711,29751,21767,57032,43986,20426,21356,52162,55769,36038,37891,64246,13345,53721,24179,50863,44570,74101,13028,38610,94532,32375,47672,78533,34334,37272,28290,24130,42929,57994,17778,44378,39512,37313,20311,42090,76897,43513,18984,73050,32638,63217,21184,25491,118708,0,9,4,7,3,3,8,5,9,0.375,0.53333,0.0,4,5,3,2,4,4,3,2,4,4,4,3,4,5,4,4.16666666666667,3.83333333333333,3.16666666666667,3.83333333333333,4.0,0.212,0.955,0.742
206,18.0,3,3,3,2,5,3,4,3,3,4,2,5,3,2,5,5,2,4,2,4,2,5,2,2,5,4,4,3,3,5,3,2,0,1,0,0,0,0,2,4,4,4,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2333,3762,3551,3797,2585,2813,3108,7394,1782,1992,4893,3636,2812,2513,2908,13148,2360,2619,2825,4622,1989,1780,2362,2555,2560,3662,4116,3037,4080,2172,2114,3258,2907,2089,6021,2527,2829,1962,2390,4092,5719,2983,8809,5267,2986,2061,3414,2782,12386,41536,20937,18439,15207,14875,23081,51367,18245,13179,21004,79737,14891,29243,55298,21416,50837,29462,17195,64112,18299,20638,18292,63811,27486,52942,51502,25815,41589,34577,16027,45168,27488,18211,70537,32523,25398,26704,26644,54453,25592,23649,39051,27326,22401,16240,16750,44674,0,6,1,11,5,6,11,1,7,0.45739,0.55856,0.68897,3,4,4,3,3,2,4,3,4,3,4,4,3,3,4,3.5,3.33333333333333,4.16666666666667,4.33333333333333,3.66666666666667,0.083,0.913,0.875
207,19.0,4,2,2,5,5,3,2,3,4,3,3,5,4,4,5,4,3,4,4,3,4,3,3,3,5,5,2,2,5,5,3,2,1,0,0,0,0,0,2,3,3,3,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1846,20754,2156,10410,2292,2103,3389,4557,1912,1941,3648,6499,1962,4711,4626,2117,1769,2392,7365,2798,1471,1890,3204,2396,2080,5262,2968,2232,2529,1593,1761,3567,5532,1684,8571,1772,1818,2450,1549,3693,3780,3088,4890,3366,2450,2196,1719,1607,6899,19747,11023,14199,14626,12452,13217,19193,11950,10412,20272,26843,18758,14484,19620,21673,14036,10771,16275,36863,14983,11569,21407,26619,15830,33444,26482,23999,25246,13795,14828,2567,19155,6811,24000,16466,15759,18479,14010,32361,7595,16113,21551,15446,16109,15417,14241,19354,0,4,1,12,9,8,11,0,3,0.25,0.0,0.88889,2,2,2,4,2,3,3,1,2,3,3,3,4,2,3,2.16666666666667,4.0,3.0,3.66666666666667,3.33333333333333,0.083,0.917,0.958
208,18.0,5,2,2,3,3,4,4,2,4,2,4,3,3,4,4,4,3,4,3,4,4,2,3,2,2,4,2,2,3,4,2,1,1,0,0,0,0,0,1,4,3,4,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1470,1987,2087,4339,2880,3327,2860,2408,1752,1484,4147,4333,1734,3512,5162,5814,2277,2288,3347,6163,2905,1335,4000,4196,3407,4176,7189,6075,3662,1851,2341,8514,3242,1970,2861,5300,3307,1917,1425,3125,6140,5865,8510,4379,2274,1164,1983,17034,2589,13724,2549,15952,4797,11800,6127,21089,6334,2063,25347,21619,7440,12520,26047,2551,34588,9602,6616,19521,10113,5179,9574,36873,4582,44992,42372,3099,31444,6079,4015,7285,19719,3358,30171,3125,4347,12562,1821,60432,30293,1539,34593,6171,21172,7219,1643,81444,0,8,6,7,7,4,6,5,5,0.08333,0.40909,0.0,1,2,3,4,2,2,3,3,2,2,2,3,4,3,4,2.0,3.0,2.83333333333333,2.5,3.83333333333333,0.087,0.864,0.833
209,21.0,2,3,5,4,5,2,2,5,4,2,3,5,4,2,5,4,2,4,5,3,5,5,4,4,4,4,4,4,5,2,3,1,1,0,0,0,0,0,2,3,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,3901,5181,3207,3205,5874,4346,6994,6110,3389,3122,5069,5478,2959,3107,5319,4784,4675,5192,5997,10329,6846,3141,3397,2953,3678,3754,4815,4753,3141,2417,4218,6047,4312,2903,19201,4480,2278,18509,5353,4957,4607,4450,5860,6244,3082,3274,4135,2241,20101,19989,11467,19010,19991,20414,27460,27110,31679,33440,28010,32860,24699,27713,23242,16326,19201,27539,18502,28091,28468,18681,30348,27981,28597,33854,44954,40580,42256,25107,34175,31764,22316,25848,43925,26859,24430,29988,32245,53528,17483,22946,28738,27177,14019,24151,33507,43193,0,8,2,9,4,4,10,3,8,0.459,0.55801,0.23546,4,4,1,2,2,3,2,1,1,4,3,4,3,2,2,3.83333333333333,3.5,2.5,3.66666666666667,2.83333333333333,0.125,0.909,0.667
210,21.0,5,2,4,4,5,5,5,4,1,4,2,5,5,1,5,5,5,5,4,2,1,3,3,3,5,5,4,2,3,3,3,1,0,0,0,0,0,Mexican,2,5,4,3,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2619,9992,1955,11184,2316,5094,4537,5552,3537,1791,4395,3725,1863,2140,7293,4302,3671,1691,3147,24095,2021,2219,2152,14062,3407,3110,4282,2528,2687,2768,1610,11481,3948,3201,3633,3916,2918,5307,2537,3287,4170,3043,4261,9195,2114,2687,6414,3560,49007,32260,14488,20484,16770,22937,32594,32697,14527,27074,57178,45016,14314,23252,18238,18899,29281,22337,25340,25440,33462,44790,35482,33713,20178,42673,52246,24598,46065,32202,20952,13197,33254,18697,43049,24306,18783,51256,24094,60417,25664,12573,59166,32837,34959,10145,23771,41708,0,6,0,10,8,6,12,2,4,0.36651,1.0,0.82595,1,5,2,4,5,4,3,3,5,1,4,1,4,1,3,3.33333333333333,4.5,4.16666666666667,2.83333333333333,3.83333333333333,0.167,0.958,0.833
211,19.0,1,3,5,5,5,3,4,5,1,4,2,5,1,1,4,5,3,4,2,2,2,3,3,2,5,5,5,2,2,4,3,2,1,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2920,6978,1663,6522,4325,5669,4662,12997,3208,1644,10139,3332,2167,2356,2825,2424,4191,2873,4667,14875,3142,1531,2845,3891,2747,3196,3662,11833,2434,4816,7584,3915,5244,5096,8935,5829,1966,2200,1706,8148,3276,6507,6219,4485,2972,9805,5076,3440,11100,17038,19650,10816,13816,22089,27722,14984,14571,11906,16971,21570,12491,17613,27366,11499,17473,12143,13175,15156,14194,12982,13309,28042,22479,29859,24770,18379,22447,24805,21476,26967,16026,18449,24270,19444,18972,20504,16278,35244,14064,16489,17893,23085,17084,27916,13112,35891,0,5,0,10,8,7,12,2,4,0.32112,1.0,0.82282,5,5,4,4,5,4,3,4,4,3,4,3,3,5,4,4.83333333333333,4.5,4.16666666666667,3.66666666666667,4.16666666666667,0.182,0.805,0.655
212,19.0,5,2,3,4,3,1,2,2,2,3,2,4,4,5,4,3,1,2,3,4,4,4,4,4,5,4,2,3,4,4,3,2,0,0,0,1,0,0,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,5608,6730,4962,2910,3409,5859,4275,10284,2747,1614,3417,8671,2201,1843,8125,6542,2843,15698,6157,6045,6338,3032,2371,5369,2894,22281,4596,5039,4268,1932,2492,2830,2300,2352,5085,5739,2348,3977,2794,2601,4428,3389,5630,9157,1703,3047,4181,10837,18676,31701,16257,15205,10810,10920,16975,21391,22622,18091,22485,43545,9850,21803,29986,8570,16050,11475,14829,15276,26410,11837,28089,41045,24508,37301,29308,26923,34409,21309,11072,15769,16766,12500,23980,39248,32233,20499,16801,36166,34504,15693,25890,17103,23187,15093,14950,27226,0,2,0,9,10,10,12,3,2,0.11088,1.0,0.80867,1,1,3,3,4,2,2,2,2,5,4,5,4,2,2,2.0,3.5,2.5,4.5,2.66666666666667,0.083,0.958,0.875
213,19.0,2,2,4,3,4,4,4,4,3,4,4,5,3,4,4,4,4,3,4,2,4,3,5,3,3,4,3,3,2,2,2,1,0,0,0,0,0,Hispanic,2,3,3,3,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,4075,5467,1782,1849,3191,2496,5761,4459,2808,1579,5307,6417,2212,2117,3096,3847,1593,1201,3552,2843,1706,1785,2337,3744,943,8654,4158,2307,2737,1327,1792,2117,3838,3158,2685,8650,1785,1912,2521,1563,3583,1753,3608,3519,3122,1816,1263,1640,9207,17584,11697,15913,9932,10295,14043,17448,15728,29039,16217,40991,11510,18899,54955,40862,11828,25641,20100,18008,11573,39654,12743,44619,7127,19909,122442,11494,48716,60773,26465,22611,29810,14298,62164,53666,32828,29685,14437,25768,14625,15868,26923,60803,45745,11922,10879,43392,0,3,1,10,8,9,11,2,4,0.16667,0.66667,0.7,4,2,2,3,3,4,1,4,2,2,2,2,4,3,3,3.16666666666667,3.66666666666667,3.16666666666667,2.33333333333333,3.5,0.0,0.955,0.875
